tx_id,tx_size,tx_fee
16267,303,9509
13460,675,3541
83595,678,4257
38432,897,1736
82341,669,9459
08374,990,5063
21478,326,5798
29835,931,9693
74380,914,891
35339,99,2320
74296,219,2298
53882,496,4528
50629,426,9665
95553,802,2963
38549,51,8133
96572,95,8713
96306,577,6818
73662,968,7379
01894,348,3039
80407,205,4643
55546,616,8640
78990,659,9321
16028,583,8242
48054,406,378
53098,998,2455
14924,928,792
69028,172,2204
98662,533,8195
12922,287,8971
24078,181,2993
98897,540,4509
74830,147,8185
62034,240,8745
68581,371,7878
27660,404,4141
19251,823,3955
88652,930,9105
85858,986,1333
38334,612,5433
37709,632,6336
71719,435,5483
80717,186,1658
14741,115,6130
02500,705,3870
11080,168,5308
37205,512,3934
92312,949,8390
67707,485,511
11479,957,4764
57807,746,8152
53661,461,3002
30492,829,847
57106,564,139
56604,130,4592
96441,968,5631
65866,929,7152
14271,228,8715
02147,304,4935
03228,58,6464
81698,576,98
30286,270,496
48426,503,891
65101,485,5046
79272,783,5106
52386,588,3256
30953,995,6637
38980,408,445
80321,514,1906
27653,455,8875
92678,893,5879
73378,981,2537
44214,738,3288
55384,928,6524
68457,141,2162
67690,307,2846
63256,171,7603
25768,585,7805
69505,600,9208
99277,499,1176
18141,256,5487
96795,157,6199
41986,844,444
13413,842,5323
44722,550,4919
64427,899,4501
44968,559,3985
46389,233,7871
96745,130,5930
39532,683,4447
23128,708,3750
18746,174,7126
69783,820,4381
16970,352,3390
29553,13,898
79862,130,8123
29150,204,5545
46996,748,6939
31109,925,1460
55314,982,9509
05417,690,6876
21670,295,5929
63735,537,5328
77779,512,608
89162,136,8164
36615,371,5410
61957,62,1961
48828,973,9071
55527,310,366
98267,272,8485
82695,792,6288
93120,342,3384
82284,107,1049
52644,185,9061
61049,391,9657
88787,51,739
14857,33,6183
29658,762,1007
02089,619,6427
73018,161,3650
85013,11,4953
93782,374,9200
11165,856,9738
35345,21,1261
60081,341,1696
41618,627,9481
51963,994,3654
10683,963,2041
89527,26,9838
38378,680,3555
39609,102,7378
06341,986,1425
84961,430,6099
72597,957,867
54471,876,3256
66169,202,4308
89302,477,6674
65891,822,4682
21258,772,4724
96780,116,4763
77923,183,5713
14242,297,4993
44675,380,6152
34577,426,7084
98858,171,3442
76303,177,2777
85958,131,2015
73354,620,9363
19198,542,5624
49768,526,1878
21657,258,6097
53874,345,2939
78038,659,368
90985,304,808
63504,367,8933
77419,877,7322
11991,95,369
42847,876,1656
34288,46,5537
59444,920,2042
92237,767,2101
55399,894,8915
24906,887,821
26991,619,7089
56625,802,7106
29494,380,4877
96398,683,638
49774,751,3416
11174,212,1082
03887,978,9874
54181,782,2044
50404,231,2763
81763,842,7446
81538,722,1811
80604,534,3366
82182,595,4861
37126,842,9032
64516,592,5896
83408,117,7887
96158,382,4359
14698,749,306
66102,88,1892
07719,782,4009
36722,372,6958
69427,284,2682
49672,212,8154
27645,12,1714
44448,114,2552
62711,877,7875
40120,495,7329
14626,654,3777
71323,504,8448
63717,53,3800
69059,531,750
24599,437,5253
45437,937,518
20051,231,2388
35469,299,7721
16968,292,8591
77002,913,9748
54379,334,5468
15958,903,7059
18255,702,3383
20666,700,4483
18507,657,1108
21888,496,2679
44504,59,8380
94860,274,2543
58425,116,7048
47248,933,2585
08357,721,5773
90859,814,2172
56314,416,705
73007,374,2864
36473,480,996
25154,598,5398
72767,118,7741
89201,689,2641
12558,584,9764
95218,398,2235
05293,544,862
66452,12,2123
81695,505,9819
71871,192,7551
81681,767,1452
09717,196,9254
43663,202,7762
87117,729,3449
50914,882,4548
40540,830,5580
40266,229,588
24102,586,8603
50664,177,9990
09655,44,5817
27906,898,7592
26628,315,2503
63682,479,8362
10326,99,8411
33426,807,515
31362,339,5962
82827,204,3082
08456,672,9856
89359,316,8238
20564,70,4782
99936,631,9743
57977,515,8019
40015,631,1409
04061,429,8576
32858,243,874
53417,289,7292
81447,135,6506
95791,562,6671
14050,517,147
32001,873,2574
39806,950,6426
57179,174,3872
96514,404,933
06506,138,6135
40348,743,2297
72589,876,380
55262,990,8093
49628,545,4281
36724,309,8431
61754,219,59
18433,282,7845
96528,902,706
40458,73,7291
52137,857,698
34584,965,8353
88645,434,5563
13679,91,3696
11572,377,2299
88624,198,7402
38493,26,2287
53270,279,6755
44206,962,5774
15619,272,6533
43808,121,3582
28004,970,7203
33485,574,8062
88687,48,6270
09207,606,8017
75105,282,3132
60092,980,8213
01964,800,190
33667,636,8488
54299,625,7917
48647,928,4245
44277,909,8425
85719,476,9957
98498,933,9614
93962,893,8518
31935,839,3502
67431,572,2882
11324,855,7028
14658,621,2672
27879,683,1572
54927,690,6706
22271,523,5715
81170,521,1330
67077,503,4742
56869,805,5608
26186,912,6217
08834,508,901
07474,528,2201
59112,924,3363
08720,86,122
68428,949,6639
02706,98,4926
17441,777,6900
71278,971,4441
74927,754,4403
98959,676,4017
36730,51,8726
40459,999,6917
90710,727,2185
10796,194,1170
71967,46,4129
29735,329,345
94878,512,9202
38589,910,475
56090,458,780
18239,46,7337
45114,59,8082
14921,335,4955
72767,942,9782
07665,482,3174
63052,210,7024
74342,708,2826
23825,630,4868
03136,839,9512
56070,494,6350
84779,467,537
46299,541,6897
08926,461,5993
11856,267,7639
56745,957,6558
12078,619,8995
64614,145,1274
32308,602,30
06720,577,2178
09904,767,2747
75806,203,1847
19925,86,8192
05178,282,2515
84466,168,3095
62430,902,2382
32779,515,8399
49056,821,5812
02647,272,8643
61782,206,7485
96235,178,652
81625,805,4
31309,383,9293
42371,154,6682
19018,192,7161
65286,477,6567
46841,30,2138
86170,898,5894
74575,315,3413
41027,73,8755
62965,998,1674
45648,3,6274
25541,642,9343
26753,791,8186
95599,982,4199
96405,315,2698
78009,86,2511
15618,718,9110
31819,677,6794
16750,322,6723
51938,57,3744
09638,200,784
06036,931,5081
55501,999,9013
94451,318,3339
67919,672,2186
75483,321,7497
76892,732,1798
72319,508,8217
96050,922,9959
28093,984,5039
62264,500,4175
88189,690,2777
26233,616,1387
84206,9,6886
29409,62,4046
77166,208,6453
49935,548,5167
78252,409,3675
56911,580,5910
89244,866,409
61385,283,7265
57261,766,2719
44588,373,7252
11784,590,8648
58957,359,6557
61673,245,7448
04789,922,2508
87616,854,8240
02025,771,8865
35047,963,5438
61093,146,7261
96973,126,6626
93279,577,2685
07151,412,8157
65882,736,807
87913,678,5250
89226,882,9765
14762,859,1631
33657,216,6315
13032,265,480
37978,69,3774
87292,506,8069
00571,164,3642
42320,574,209
33875,44,4404
45281,101,4988
88841,9,4916
15116,359,2418
21056,81,6152
71591,708,7443
71450,378,436
06671,625,2586
59936,451,5566
20478,309,3361
16664,312,5961
26170,284,4832
73936,70,61
73206,812,4813
94854,316,1666
62982,459,4637
98926,684,554
18732,895,6300
98175,845,6989
09562,541,2573
48519,125,3302
49225,351,5782
50913,572,6551
02587,187,889
07348,902,1102
34197,698,8099
54518,331,2964
74736,1,3282
39095,246,3522
97268,182,5792
91026,390,5980
45988,3,8987
81319,294,4064
45285,471,9379
15265,503,5631
18890,834,7328
89379,965,764
03769,768,5400
32064,685,3841
36512,995,402
87872,526,8736
63619,892,934
58457,170,1355
41724,374,2955
68741,433,6701
67073,55,1353
87007,34,3665
49455,622,6113
37342,229,9814
00213,664,9434
52796,236,3777
02464,290,3359
59935,78,8557
08138,352,3414
56699,226,1666
67502,820,5542
87944,343,7875
40627,451,770
79502,718,9624
99353,367,5762
23000,760,9004
94678,649,5720
03917,449,9310
01986,765,890
62256,476,8414
65749,507,1582
55184,373,3198
47371,703,5391
44272,530,7704
06563,619,8761
24345,435,4608
38875,142,5034
22010,61,3593
59224,304,805
43976,895,4385
79030,205,5475
14097,400,115
76525,957,6406
74205,21,151
49257,749,2058
24249,685,3448
24513,6,1019
58971,448,9508
76463,101,5965
41882,893,2043
49381,373,5610
93625,453,4013
00893,965,1496
48821,318,4699
56908,385,1076
97985,166,2933
04315,605,8523
60898,384,427
09313,789,7718
13389,448,3276
19305,968,2170
33019,223,6523
31776,993,6763
00432,239,2110
50404,435,9089
29669,849,1893
80330,355,4819
44852,96,4095
33068,392,6066
87862,336,7477
61681,515,4749
23065,135,2536
73948,637,9843
17350,953,3454
19509,973,5949
71582,75,6150
78737,816,4946
37917,102,9374
82235,423,6986
55073,984,5876
33853,34,5161
55725,592,177
09312,35,5596
10519,239,1380
30519,592,1755
02470,915,6923
20797,450,5074
81300,502,8091
27389,527,3929
90977,772,6461
82045,708,3536
24946,401,5709
68801,826,4998
92076,466,2361
43715,275,3093
25371,515,3764
82130,852,401
14156,490,7386
56392,730,4671
47379,452,4570
77481,319,6028
85892,325,6991
64419,204,8523
48484,906,9846
70133,354,5151
30595,410,4501
16245,757,1430
71439,6,4302
36495,336,8800
20909,948,2304
01155,78,323
56248,71,575
01839,124,6921
76922,836,3248
72279,715,9959
75576,579,2342
72544,545,6645
60646,840,5698
39773,986,7427
83321,418,7451
35586,427,8596
36452,603,5891
75965,815,6054
62374,81,9555
73973,919,6714
06159,345,7860
46340,425,8029
48358,693,1964
04533,874,7130
84732,406,2467
41371,794,4831
86461,264,4033
60811,280,8249
89399,722,192
72319,174,4072
86075,162,1670
86465,476,5036
92370,335,5426
92954,515,4722
36422,846,6064
70775,35,3107
63458,358,2615
00333,839,6503
42203,827,8799
96532,506,5748
92135,418,6535
54102,538,880
31528,746,3632
43282,962,6174
23060,675,5771
15248,161,2385
48801,403,6309
72152,24,3844
78116,676,7924
84356,475,5347
02951,155,1764
71492,475,8896
57303,652,4159
69087,656,1932
87577,835,4781
02151,575,764
51389,740,7530
32482,990,1208
68789,740,803
11413,778,7033
33226,912,2490
75640,339,5057
54514,243,9006
74497,328,4595
47985,775,9634
62454,618,7794
78305,416,1863
45310,57,3276
82346,570,2523
49305,421,329
18306,257,3266
80738,910,8194
49906,814,2227
00171,344,5333
20043,610,6607
43304,479,879
83229,318,9462
23114,532,4288
90583,819,7536
58142,1000,6847
40215,663,9245
47826,616,3279
57422,75,2230
66443,638,8879
92884,895,2955
46061,702,998
97141,181,4636
85055,490,5717
16491,265,5718
63401,377,9603
31117,941,5246
33358,633,1144
46709,657,3162
03895,292,4208
44955,343,8223
68550,393,8205
88418,453,1017
46087,509,9065
53488,963,8638
51449,224,3633
66572,50,7448
37500,124,1993
91270,131,7468
96352,35,2293
34311,715,3165
03332,418,5872
99803,877,3069
32898,166,9358
09107,907,2281
71629,861,3669
45541,392,1863
16898,113,9570
94542,231,2264
74961,948,848
89687,457,2112
88831,321,4029
69204,126,6516
09965,697,3902
56993,66,9139
77394,649,2717
19744,500,6134
37296,851,4482
76792,706,5701
17009,180,5459
77973,934,4290
20677,657,1252
68807,885,3485
63525,662,8650
86740,686,6966
38785,126,2997
37769,644,2453
92066,654,1045
55291,737,5540
71475,598,1432
22874,770,6386
39979,516,1827
88351,891,6376
21048,655,1756
30394,162,1451
81773,316,8529
47489,647,3103
27843,329,8523
39412,566,3311
00020,714,3771
11925,752,2186
04236,84,3147
65566,145,3702
95756,204,2313
82159,621,3365
50776,480,2377
24702,220,9068
70170,761,3971
82122,575,1914
28565,141,1958
56302,326,4159
96587,176,3479
12933,571,4218
45012,525,783
82772,23,9984
80306,833,582
21229,758,4696
91258,991,6699
72181,992,5250
68106,617,1707
79719,914,2905
58001,560,8492
82786,302,7751
41960,737,1055
27533,558,6599
40455,669,3416
26778,728,8405
96793,891,6938
11577,835,9502
40778,467,7183
64492,313,5454
09093,279,5899
88524,647,2412
24376,572,5609
62540,560,4318
56956,657,4628
60357,943,2281
23607,957,2479
81469,135,5173
07707,690,9192
32764,937,9442
08205,438,9034
95961,664,925
52414,585,4821
40367,799,4025
04552,621,1367
46919,581,2037
28493,360,2806
14149,695,8293
67870,77,2318
86022,863,6704
24514,791,856
96761,396,5712
82449,490,4578
06120,233,3414
84273,901,5409
20320,885,5068
98397,698,954
68933,385,7032
64515,681,1288
38845,356,7049
29576,543,5602
36284,24,9964
27748,158,4258
02017,912,9738
96026,47,527
81919,929,3995
47104,763,457
47775,1,1666
94501,198,4210
65406,938,7856
32327,410,234
29706,24,7751
40540,239,9202
85128,252,3915
89991,578,2651
78020,49,5779
20808,996,8282
73268,284,3184
24156,462,5689
33113,826,3322
46936,247,7683
67152,26,4607
35209,228,3352
57609,726,9216
57690,251,882
87790,239,6659
19042,878,6895
77486,184,7787
26269,948,5529
73705,140,6423
00391,291,3255
53362,837,9454
05155,322,1801
99092,474,2791
47438,978,7633
93057,591,7625
24532,559,2427
45040,7,4149
07291,793,5142
74820,513,8517
39383,161,7604
55837,19,8461
30379,119,6465
58613,323,7710
46886,697,6080
40157,151,4550
46663,247,4905
15096,429,9449
08869,706,5279
18691,796,6522
39573,768,9439
76730,203,6493
88770,900,9183
04309,546,1395
39367,638,4225
72898,365,7997
52909,797,3765
39079,435,3902
08039,131,5950
34016,286,7038
51331,228,9497
03782,390,8575
57766,42,2201
70145,88,7369
13218,428,3839
12969,108,3828
46141,3,7959
20067,13,662
59938,283,5436
58739,985,8367
24187,86,4969
17865,635,780
04190,196,3539
83998,440,6839
78070,914,7272
99018,129,1639
81639,857,2773
28782,493,8758
18398,345,5667
65509,573,8946
07920,319,522
74751,156,4484
13209,751,6808
05942,44,1167
68099,115,9213
72094,589,271
84030,231,7495
98804,472,2932
67158,745,3836
13812,599,1712
56692,372,7056
57710,864,1560
75844,761,7421
51485,60,154
79180,565,7850
78617,349,4288
70475,921,5593
23325,261,955
92353,354,9782
24129,843,3632
00543,424,6398
57747,989,9272
66951,801,3160
66927,187,6605
79853,756,245
13740,731,1099
06693,434,4254
89267,158,7995
67471,427,9388
24801,925,707
85010,710,3853
23611,565,3010
57106,804,6761
10908,138,7583
52047,177,7982
15785,5,6554
18756,771,4870
95797,158,6759
60791,59,3253
88876,72,1501
44278,227,126
59173,601,8549
93791,812,7780
80920,284,1581
00226,865,15
35731,503,3062
04937,483,308
64678,830,4819
48741,397,2585
39879,571,7995
60421,810,6693
42518,511,7291
75395,515,3289
83540,950,9783
48035,121,3030
58624,574,5471
67449,619,844
52630,188,6927
61636,412,4397
38677,470,8075
92562,896,9732
43249,553,1306
13021,348,4440
03881,81,1030
79936,940,718
17872,195,2348
16839,42,18
08460,117,6837
35706,492,920
26950,832,2919
10234,864,6278
05676,973,2522
42326,33,860
00028,886,9388
79041,477,2693
31621,737,3075
77629,25,3433
52593,265,9707
16466,202,9066
46602,940,7457
43301,437,167
45271,220,7285
05345,350,6279
88534,806,7544
19456,659,8981
10720,696,9910
02782,90,4295
85202,694,2509
54986,538,429
52269,684,522
97316,275,5638
02229,174,1392
01718,447,8171
18921,738,5453
64199,837,566
46161,427,4307
95961,884,8134
69642,254,8297
14159,413,5719
47271,249,8389
15467,706,5777
65316,140,8181
51569,892,3830
87229,758,6202
90584,695,7563
14386,691,7424
03197,27,7451
74145,727,3025
47878,147,9028
38140,248,832
85027,129,3571
08211,157,4456
20190,773,8031
73760,700,5537
57576,744,657
20234,460,6590
23648,553,5512
95526,940,1876
14565,946,2378
40200,552,8211
39087,448,1039
10203,48,6988
91312,869,200
39728,548,8636
89583,534,3756
63966,692,5472
71322,98,5870
05744,308,466
70007,440,5407
52057,41,1760
64077,248,3899
20486,640,2771
58247,604,6761
64454,22,1694
32355,169,5528
24591,62,632
70295,111,3242
23211,791,6716
57264,256,1922
07827,14,2875
93549,462,8073
75627,331,8283
79752,894,9132
29473,949,2641
76990,353,3851
29976,392,6682
02874,185,5940
28172,937,1732
99595,749,6164
72310,910,9940
56585,993,6340
44325,1000,9347
76783,881,325
89562,239,5768
94973,93,2828
55730,200,8294
87037,74,933
28743,154,2027
68206,683,8750
28311,887,90
28110,685,6536
41980,227,2957
47429,203,3895
95405,660,5834
38897,516,9427
60151,136,5742
24093,601,1475
06461,688,9964
01152,184,9808
07676,711,7550
79820,785,9969
57411,117,8276
62604,25,5179
47897,623,4409
26735,311,4527
57758,576,7190
49014,617,8369
01524,535,8749
66168,139,7099
53470,746,7512
88969,244,845
81734,602,2792
73606,581,6061
44973,753,8053
58573,524,3735
92115,286,2317
62787,791,3676
02502,294,7160
27268,440,8309
38602,757,4725
20639,913,6996
25973,619,2639
97454,26,7969
50435,388,2367
41056,760,2362
35066,938,4950
16839,215,9580
29020,804,4574
95716,897,4739
21275,203,2613
34826,228,556
64308,567,8463
16439,688,646
37472,176,8386
15780,845,73
99311,691,6852
30285,271,9827
12409,815,6733
38511,596,6020
03336,506,4557
70790,677,7694
15686,465,7382
01594,275,1427
65042,18,8022
31005,201,1875
19018,231,3553
04436,430,5033
88272,613,6541
24140,858,3720
09364,762,8294
84205,449,4708
74416,599,6128
40254,782,414
18808,882,4647
11341,898,9237
32146,589,2977
68615,643,5758
61693,749,9703
10070,203,3009
21636,178,4262
40755,780,3943
66478,717,2354
52105,373,1196
07637,345,1392
43395,94,2684
04990,127,6284
24593,114,5747
59850,855,9286
13519,822,5575
77527,497,9125
30420,871,7859
03607,288,5476
00306,913,4905
17463,215,4548
48258,854,3896
32126,333,6994
53106,967,5767
89371,243,1994
42302,507,766
93117,516,1067
85735,802,3141
33858,525,3008
12941,21,734
63711,725,6922
15688,407,1345
89055,495,3188
95007,681,3058
84991,938,269
87520,580,3221
65528,431,7519
70665,288,5228
89734,85,9018
23635,756,6042
40507,560,1519
10676,887,1611
92780,634,8147
98214,46,6942
91560,922,5357
48685,332,1186
21782,284,7297
79950,585,3710
18910,132,4843
58900,110,7872
59279,174,4361
77472,653,7634
75177,58,7155
39470,429,7782
17847,343,5044
16029,753,3503
94668,346,8903
25076,680,2126
96250,49,7929
85534,620,3740
35506,958,4508
25534,607,4441
93483,491,959
90064,43,1801
32177,585,7100
37876,332,5294
99346,643,5161
82316,479,7613
52632,942,8260
02183,774,4408
29143,138,9133
46961,266,4617
84346,410,7341
90320,512,9687
88908,976,5504
18982,360,1197
38600,394,8322
71219,710,7232
95289,22,8641
64023,345,7956
50346,415,9155
06141,463,1912
88166,180,8515
13438,833,300
46977,901,1795
09087,886,188
81119,983,793
78172,399,4419
12186,242,5054
19230,710,6796
10025,399,7330
91630,407,1504
08977,555,1113
07381,930,298
56396,453,2587
16269,94,4559
35142,895,5290
50918,225,6262
70527,939,3951
47050,579,2382
08330,386,6008
63158,945,293
49566,817,1058
32701,978,2350
49531,753,4193
74028,778,6634
63276,154,8899
52409,507,8105
50509,802,1136
04439,132,4220
35475,593,4300
91542,77,1417
74255,487,1780
79721,76,1767
86005,317,2817
94841,751,5259
05549,807,7327
86479,287,9671
43841,87,3095
03740,137,2078
64696,960,4576
43302,591,1444
86968,467,7061
17349,322,7765
07157,979,5690
79521,142,5756
22802,629,283
75071,266,6781
19732,77,6754
29801,724,3735
46217,206,5158
75201,429,1285
31409,410,7429
96200,384,2094
58831,911,5389
99828,21,8169
42785,47,7553
11466,910,6956
01681,230,2603
87080,681,8309
91323,107,525
93973,725,8754
71456,230,92
01961,177,8040
19759,441,1142
72457,961,5361
55295,108,1530
16116,675,2256
29198,212,4457
48938,498,9832
46947,808,5170
29455,279,4310
03946,215,3571
28973,277,556
12573,497,9774
01845,334,1921
90988,947,9604
21761,466,6309
05684,644,2640
02114,135,487
38658,839,9419
60434,393,3805
05722,498,9808
31710,451,677
14203,213,216
27885,348,4410
32909,723,8014
02996,857,1135
78019,448,6800
17293,837,6613
27982,912,2307
28795,72,6756
63566,704,397
82333,558,7316
62174,857,6448
81878,405,4487
84009,818,5760
84560,771,966
29101,478,6162
10603,76,6892
05963,26,1669
39403,559,2572
81667,812,1471
46259,821,1414
53295,31,4949
46307,259,828
00795,270,6292
97023,481,3657
54142,453,3343
48314,166,3968
82480,672,5577
06446,945,464
55599,325,8125
60232,817,1621
15860,605,5139
83103,315,8410
48435,16,850
49264,706,5805
57082,701,16
02664,75,9506
80067,435,3810
92931,342,3054
57002,499,5530
09468,997,9121
27871,725,9340
60274,4,481
75529,455,1393
53980,146,933
84775,752,1810
71047,704,3054
57624,668,5197
55412,470,5677
14776,852,5433
37580,939,840
45934,246,602
58309,124,5432
67938,877,7157
88601,705,5326
30215,675,618
81049,456,8824
54137,902,9231
50671,767,2651
55012,628,2388
09011,306,8674
88373,933,4429
83972,23,814
41164,11,993
74435,492,3509
40488,855,3172
41110,212,3286
08635,628,2681
76122,211,4646
25149,828,66
20844,936,1906
95663,623,9575
79450,827,4921
42371,16,6384
15659,197,620
84941,292,179
72110,922,8886
55406,94,6821
33776,455,2997
17938,89,6397
49770,499,3504
64742,38,3238
06424,266,1544
22559,666,4921
05039,997,3378
02950,925,2945
66780,152,2097
54651,111,3624
88826,631,7988
82341,634,7968
01577,741,123
86313,331,4622
00920,133,2098
13351,330,8890
98501,886,4443
97453,94,1704
60758,412,9156
14063,443,4903
68622,645,1443
35415,748,6355
55528,202,311
00174,31,8239
68721,258,5718
09198,658,9330
23675,847,3147
94731,815,5978
77919,281,4836
30728,337,2016
87553,407,5168
59831,513,2688
17748,230,9286
51513,915,5246
00892,128,5821
09892,704,9422
72058,716,8092
89137,684,6991
26828,856,8258
92350,337,1422
95132,565,5616
40800,434,470
38900,145,5851
97018,482,2544
56546,860,7710
47725,160,4936
44938,122,7022
01212,227,7414
62912,60,8865
84539,535,8567
39755,74,8108
64966,823,3447
06817,202,2126
85625,348,8400
98816,363,8343
49921,315,4372
13637,563,914
94375,461,5468
44909,555,8663
42168,820,3399
79244,757,3335
11051,80,854
84951,729,5419
89724,588,8543
97404,348,3110
00530,277,7375
46461,579,7650
32541,103,9094
22833,661,5321
12000,603,7686
95148,294,5627
59029,707,9980
39108,994,8920
96877,441,4831
79070,43,9113
63768,576,618
83726,699,3767
25655,895,887
44370,339,5802
54299,189,4070
62243,950,4614
66298,650,3797
07036,6,3771
37396,588,3500
56218,227,8141
30343,832,3441
53655,442,3875
85833,824,8622
92278,825,3300
01408,610,5808
82667,398,7087
28234,83,9628
46596,554,6322
23059,497,2049
08113,583,9723
08533,202,7318
94921,668,7620
45932,562,5526
21946,783,5257
67970,127,3677
33990,249,9470
16730,52,6084
15022,609,571
12225,826,2700
75049,921,3012
21696,21,3480
99767,460,6554
62947,271,9765
68712,737,9995
18246,670,3557
20142,249,4431
81134,317,1136
98058,626,8246
02944,52,501
64230,585,1180
44131,477,9773
95017,120,5735
14801,232,3843
28057,686,1778
86709,790,3809
57398,492,4077
09205,439,110
20578,761,5414
86940,220,2001
93880,488,9649
64670,56,6475
37279,136,9990
33836,946,5215
42211,503,9042
53981,122,5814
41811,940,6625
77030,399,4290
17243,98,939
37254,71,5033
94838,447,8895
55533,591,769
97275,58,4449
81947,453,4163
90391,337,4352
00835,848,7769
81961,992,3910
82960,127,4751
98960,61,4920
25850,554,5103
13771,318,2517
89171,907,2327
48579,113,8886
74417,46,6847
91990,270,3648
45854,66,6488
73746,697,6638
60402,593,6924
01129,261,7818
60193,674,1074
82990,401,3743
60352,995,184
74303,724,462
25004,230,8781
77494,826,4243
65412,173,5535
12479,667,1434
49039,94,3515
69555,554,6470
06931,63,9323
68983,484,5650
31891,62,50
89531,772,3715
45242,845,6512
14888,648,9925
68735,134,7962
25428,414,7695
03909,218,4706
99858,164,1406
08799,272,4063
17607,973,2570
36655,531,1751
30994,30,6224
91844,32,3563
03803,564,5022
01779,204,882
18018,692,7273
41475,247,8625
93401,496,7572
16041,16,4598
60004,925,3178
36975,482,3336
24925,560,7197
14825,788,3133
43184,992,3153
00069,994,759
94136,696,339
33684,833,917
79217,657,5552
45234,374,3661
54655,798,2787
86830,16,4423
54476,407,8840
54558,610,267
96783,155,7732
35539,725,9546
09917,626,3420
86363,721,3965
75495,64,358
12826,998,4046
58877,621,2013
63280,459,1171
66640,245,8928
44821,514,6188
72642,198,7925
46855,626,8943
64287,865,2875
78245,199,7382
46045,868,3983
46674,886,9553
29019,565,2896
94262,320,8966
86022,262,873
41615,335,2296
11607,353,245
03680,106,3929
73294,406,6172
39739,582,2228
84236,71,6364
64971,682,240
71739,498,3437
98953,479,1896
69239,258,460
13443,310,3719
79704,740,1960
40059,449,7579
91344,496,6774
10556,270,7852
07287,142,8491
60488,124,2833
81867,149,8722
23947,720,5318
84043,274,7864
04252,199,1059
82273,677,1540
64124,456,9130
30666,691,5737
32963,261,2699
48303,278,3264
56791,247,6296
65394,914,4208
63919,739,4697
58758,976,7412
06086,289,2309
16998,647,8365
48191,366,7078
31657,474,8332
11291,994,3659
56578,252,9062
95771,333,1406
66439,504,1278
01617,380,8927
91081,187,2631
05845,713,7093
97207,80,7658
55733,729,8675
37946,989,8221
81434,49,9166
77170,648,7882
65080,832,5965
78810,139,7823
55835,454,3337
74507,964,5190
42985,811,4882
67191,517,7565
34713,230,9879
03254,569,9879
87419,567,8471
54519,92,3387
61934,524,2651
91520,79,482
38881,476,4360
28085,67,8938
17735,832,3106
87390,749,247
77459,151,9847
90775,361,5296
14929,410,2109
76040,884,3432
11988,724,4722
70510,321,9134
49179,851,6064
01975,130,3160
43546,57,7188
17061,416,8537
76484,388,9521
35632,155,624
38926,241,2009
28527,334,1592
91136,389,4784
69159,480,6131
15227,132,1506
69969,31,4554
90734,667,804
42748,466,2649
65351,208,3375
05833,241,1414
46221,14,1605
27304,508,470
75709,369,4014
38105,225,7608
72865,146,7758
43544,153,7580
29661,119,9809
93759,358,5361
17146,742,6728
23767,37,5346
30444,520,1662
66996,627,3249
27840,886,9026
46974,562,4369
53028,304,7770
25005,319,7466
28781,219,77
79157,627,2984
65393,108,1967
42200,947,5166
77161,273,3559
22420,57,6664
84789,638,86
81683,1000,1381
65255,408,34
06592,971,59
54845,713,5594
66225,310,1007
68822,100,876
47568,317,8213
05570,946,9283
43673,613,1183
76445,623,7142
10269,877,1820
73948,600,7948
29781,496,2639
15549,448,7765
27953,52,5034
04695,669,2039
85525,897,669
11881,486,7868
28573,606,1946
08813,551,7260
54139,149,8738
01064,588,4765
94106,514,4859
42731,692,9673
67137,815,7669
56190,512,4163
29457,931,1822
21835,315,7899
45651,998,5884
47787,254,7755
67938,205,2530
59348,741,6210
18127,17,1319
77126,303,4890
56061,652,4556
59900,747,276
68386,253,2373
92550,495,7654
04593,98,9930
69266,307,2153
90817,159,7291
14821,44,506
35577,550,3705
61461,238,3981
72315,410,824
32896,571,6935
95578,50,2581
15898,930,2768
93497,355,2611
11476,519,7674
77130,644,5645
43937,652,8200
74864,87,734
24510,537,6387
88542,763,7855
69726,454,2623
62071,381,2900
03292,573,3333
47910,396,1586
17057,505,3631
57800,995,9001
29845,147,9312
51725,701,8039
20892,785,1673
36298,855,6493
13913,310,7067
19653,880,2098
26772,548,6
86713,118,1338
21650,59,7049
62920,963,9015
47658,332,4383
58024,201,8257
78195,160,3590
10296,998,4511
94727,837,5281
79130,511,2289
18178,854,2576
22300,448,9128
85876,778,6790
10640,434,7814
96050,567,3607
06552,252,172
60358,260,7628
93498,957,124
97612,901,5352
68686,108,4478
50029,601,8393
08141,362,3514
12626,72,6857
18318,230,2455
80082,57,5834
83741,385,4724
87715,641,9759
05128,380,5848
81082,984,4125
23615,51,7389
74695,545,4986
85002,119,2139
96980,729,1079
64307,478,2167
23121,857,1050
77823,265,5666
87914,889,9310
44143,420,4105
03366,322,5065
36299,431,4263
01640,783,8714
28970,349,3735
89912,703,3175
76570,237,5481
50030,329,8195
28211,397,3986
24130,990,5401
41571,348,3056
67619,791,4626
14581,161,9079
41843,297,9076
50681,103,1044
78426,862,3710
05842,641,8348
23033,241,8306
89704,378,9806
45346,233,9670
80074,38,2265
76202,591,7850
67101,307,5495
31826,953,4906
99226,10,5803
93252,680,8157
17539,663,8704
46079,587,5509
53543,383,2445
63541,191,6394
63356,570,5885
08198,809,4788
88226,858,1764
56625,564,4841
63923,783,3785
23090,619,403
51423,486,9493
55466,140,9025
37931,787,9343
